	business_id	name	address	city	state	latitude	longitude	stars	review_count	is_open
226	83cVpTJNyzv9lJ20vzBgdg	"""Pizza on 40th"""	"""3937 E Indian School Rd"""	Phoenix	AZ	33.4940588	-111.99582679999999	4.0	80	1
229	aIZQF2UCLv6ru-zsPK4H2Q	"""Texas BBQ House"""	"""5037 S 24th St"""	Phoenix	AZ	33.399961	-112.0294348	4.5	349	1
233	ZhLSAiRj9kANxf8m2SBfRA	"""Lucki Thai"""	"""467 E Silverado Ranch Blvd"""	Las Vegas	NV	36.0119846411	-115.15359856200001	4.5	560	1
234	84ezTxVxTCmI65_UeYRJcA	"""G For Gelato and Pizza Bar"""	"""75 Jarvis Street"""	Toronto	ON	43.6513375031	-79.3718691068	4.0	167	0
235	NQXuoB9JTPUItHvouMgWjQ	"""Violette's Vegan Organic Cafe & Juice Bar"""	"""8560 W Desert Inn Rd, Ste D5"""	Las Vegas	NV	36.1300289	-115.2777727	4.0	538	1
236	cQnlPZZlq4qLLvFbvt6Jmg	"""Daily Donut"""	"""10725 W Indian School Rd"""	Avondale	AZ	33.4934671954	-112.291865274	4.0	72	1
237	Zs8LPufciU-jDpbAVFqKcA	"""China Gate"""	"""13919 Cedar Rd"""	South Euclid	OH	41.5024063	-81.53916590000001	4.0	56	1
238	L9nMax4J-1kufJAeWRxASw	"""Caribbean Cuisine"""	"""6031 N 67th Ave"""	Glendale	AZ	33.5251689403	-112.20263388	4.5	121	1
239	I3Saf0s5ybDKprYPPNWqtA	"""Urbana Wellness Spa"""	"""7510 Pineville-Matthews Rd, Ste 5-B"""	Charlotte	NC	35.0882299	-80.8457038	4.0	68	1
241	HV2vPReKp0n0E6zgjsu4Mg	"""Garnachas Mexican Street Food"""	"""3111 S Valley View Blvd, Ste K107"""	Las Vegas	NV	36.1335902958	-115.19073345299999	4.5	51	0
243	2Gh1Etnpn_BDy72hOXmCtg	"""Pho Viet Vietnamese Restaurant"""	"""4232 W Bell Rd"""	Glendale	AZ	33.6400698	-112.1498222	4.0	429	1
244	f0-KEhvOZeRx-Zfo6GoA_A	"""Sofra Istanbul"""	"""3330 Steeles Avenue W"""	Vaughan	ON	43.7740244	-79.531408	4.0	70	1
246	dtQ_nIADFp7AP91H0ttAKA	"""In-N-Out Burger"""	"""2790 W Chandler Blvd"""	Chandler	AZ	33.3064117	-111.8917575	4.5	124	1
247	5l8S70308R_Osh3hm2zj3Q	"""Hot Bagels and Deli"""	"""34640 N Valley Pkwy"""	Phoenix	AZ	33.7991098079	-112.130926219	4.0	132	1
248	IRIlwpomRvnXvpkeaGaM2A	"""Saint Sushi Bar"""	"""424 Avenue Duluth E"""	Montréal	QC	45.521106	-73.575346	4.5	279	1
249	v9mN4MqQngQZhh25o9Q1rw	"""Red Mango"""	"""9480 S Eastern Ave, Ste 100"""	Las Vegas	NV	36.0174783171	-115.117739142	4.0	88	0
251	pxv5jBUOgsg6Rf6Z88e4mg	"""The Attic Ale House"""	"""4247 E Indian School Rd"""	Phoenix	AZ	33.494594	-111.98934479999998	4.0	337	1
252	l1JDX-o0wCLykuh78R8Kng	"""Whitfield"""	"""120 S Whitfield St"""	Pittsburgh	PA	40.4613153	-79.9263448	4.0	137	1
255	LpHi2ooFxVn5Ntttw_IcaQ	"""The Herb Box"""	"""20707 N Pima Rd, Ste 140-145, DC Ranch"""	Scottsdale	AZ	33.6734322408	-111.88923242700001	4.0	303	1
256	vxuyl9IVum8zngXgvbT4Jg	"""Freddy's Frozen Custard & Steakburgers"""	"""129 E Williams Field Rd"""	Gilbert	AZ	33.3059362523	-111.786838174	4.0	83	1
259	F2HKV9oJhnIKQ-M4Gt4Ftg	"""Voodoo Wing Company"""	"""6728 W Cheyenne Ave"""	Las Vegas	NV	36.2185398	-115.2431106	4.0	227	1
260	4gwh0q7JsdzHIm_pdYUlZg	"""ShinBay"""	"""7001 N Scottsdale Rd"""	Scottsdale	AZ	33.539532168499996	-111.924576391	4.5	158	0
262	5JjGTaZkHbbjBrzBODcsAQ	"""Daisho Sushi"""	"""7435 S Eastern Ave"""	Las Vegas	NV	36.055832	-115.120023	4.0	268	1
263	S4qUsi44l5D9BbUCkhwQEA	"""New India Gate"""	"""4939 W Ray Rd, Ste 1"""	Chandler	AZ	33.31923	-111.92581299999999	4.5	354	1
264	1LSdIQQVvzzyDyiYPxztkg	"""Vegenation"""	"""10075 S Eastern Ave"""	Henderson	NV	36.0051261	-115.11272920000002	4.5	59	1
265	jZ9Lp-1alENJJNuq--qNiQ	"""Mousehouse Cheesehaus"""	"""4494 Lake Cir"""	Windsor	WI	43.1963007	-89.34350699999999	4.5	58	1
267	01cFftHZc98jNJfJrLEJ5g	"""Hookmeup Gourmet Sandwiches"""	"""15425 S 48th St, Ste 116"""	Phoenix	AZ	33.306664500000004	-111.9799023	4.5	148	0
269	hh-N1r9O1JpvzGw1mp0bKw	"""Rock'N'oodles"""	"""1108 S 3rd St"""	Las Vegas	NV	36.1584369	-115.1512011	4.5	310	0
270	6PGu-aeUMxL5YVz542-Ulw	"""Greek Brothers"""	"""3603 Langstaff Road"""	Vaughan	ON	43.8084206	-79.54840440000001	4.0	61	1
271	ZtJ6sTq7-5rL9ORUtQJHAQ	"""Gaetano's Ristorante"""	"""10271 S Eastern Ave, Ste 111"""	Henderson	NV	36.002999100000004	-115.11058349999999	4.0	358	1
272	FNe5PPA9pyj8FjcDefCBpg	"""Weera Thai Restaurant"""	"""3839 W Sahara Ave, Ste 7-9"""	Las Vegas	NV	36.143956	-115.1930886	4.0	648	1
273	UVKi839mvCc9BrCmeJbitA	"""Shinobu Sushi"""	"""3403 Yonge Street"""	Toronto	ON	43.7326472	-79.4039702	4.0	90	1
274	HrR_2-HUE6cqnoz1zMN9AQ	"""Pizzeria Omaggio"""	"""1055 Metropolitan Ave, Ste 130"""	Charlotte	NC	35.2133541063	-80.8345772705	4.5	147	1
275	gldPX9ANF5Nic0N7igu2og	"""Condado Tacos"""	"""971 Liberty Ave"""	Pittsburgh	PA	40.4438089	-79.9954857	4.0	237	1
277	TW58a4UkMcksdfQ7znUqsA	"""Doh Korean BBQ"""	"""7920 S Rainbow Blvd, Ste 105"""	Las Vegas	NV	36.0447183	-115.24270530000001	4.0	308	1
278	DpCdZ3EfAoGgJzcvaR0quQ	"""6 Degrees Urban Kitchen"""	"""8989 N Scottsdale Rd, Ste 608"""	Scottsdale	AZ	33.5670808	-111.9242929	4.0	56	1
279	10GxV6JOKPoR1w5KC2iZjA	"""Soda Bun Thai Food"""	"""2740 S Alma School Rd, Ste 5"""	Mesa	AZ	33.3653600592	-111.860603789	4.5	148	1
280	pB9ZZGJaApSw2PMcOTc8og	"""Otaku"""	"""2430 S Gilbert Rd"""	Chandler	AZ	33.2711907	-111.79080719999999	4.0	308	1
281	6pG7n8Rx_7ZXeQQk690Nsw	"""Fair Trade Coffee House"""	"""418 State St"""	Madison	WI	43.075046	-89.392028	4.0	73	1
283	IkLAUX7lZIWqE9_YC66SRw	"""il Capo Pizzeria"""	"""7366 E Shea Blvd, Ste 102"""	Scottsdale	AZ	33.584013899999995	-111.9222691	4.0	214	1
284	m5niZy68d2gTtVWz89elfA	"""Slidin Thru"""	"""6478 Windy Rd"""	Las Vegas	NV	36.071643	-115.176101	4.0	364	1
285	B56AYe5GNuavMDtwFsXqzA	"""Petite Maison"""	"""7216 E Shoeman Ln"""	Scottsdale	AZ	33.5010896	-111.9255	4.0	286	0
286	axnI-1l2a_kydvL12-toIQ	"""King's Fish House- Henderson"""	"""2255 Village Walk Dr, Ste 139, The District at Green Valley Ranch"""	Henderson	NV	36.0208796613	-115.086857985	4.0	241	1
287	E7s0QreUJ2H9r0Ls1yDeiQ	"""David Bann"""	"""56-58 St Marys Street, Old Town"""	Edinburgh	EDH	55.949512842299995	-3.1832812482999997	4.0	117	1
288	ZojKxVZmp2GVv1negJCOrQ	"""Pie Snob"""	"""3630 E Indian School Rd"""	Phoenix	AZ	33.4954462	-112.00277790000001	4.5	89	1
289	Qsg-2Coum0ccbXuJWDwZqA	"""Dogwood Southern Table & Bar"""	"""4905 Ashley Park Ln, Ste D"""	Charlotte	NC	35.145938695	-80.8300620574	4.5	221	1
290	aDHD7nASfqiQBB6YXy2aGA	"""The Pretzel Shop"""	"""2316 E Carson St"""	Pittsburgh	PA	40.428012100000004	-79.9722633	4.5	96	1
291	1zKjojtmAHuVOHhtGVxC2Q	"""Jukebox"""	"""1404 W 29th St"""	Cleveland	OH	41.489558200000005	-81.7108939	4.5	55	1
292	f12Zv1B9crmSW58iyTR_mA	"""Midwood Smokehouse"""	"""12410 Johnston Rd"""	Charlotte	NC	35.0701594	-80.84356329999999	4.0	228	1
293	R1oI13c1oNxE91wkjYDeow	"""Pure Sushi"""	"""20567 N Hayden Rd, Ste 100"""	Scottsdale	AZ	33.6717588	-111.9059217	4.0	270	1
294	SN6mvy2vbXL0F_CYFkx8zg	"""La Scala"""	"""1020 E Desert Inn Rd"""	Las Vegas	NV	36.130315	-115.140852	4.0	56	0
295	T6r1CjkbVHMsGpR2dlyXuQ	"""Sushiya Japan"""	"""8200 Providence Rd, Ste 500"""	Charlotte	NC	35.0952753	-80.7791381	4.0	76	1
296	2vYRUAonMg9HBUDs30NL8g	"""Pub Bishop & Bagg"""	"""52 Rue Saint-Viateur O"""	Montréal	QC	45.52505929350001	-73.59943278829999	4.0	59	1
297	-aMC2Dy2rqHicz9HjmXimA	"""Mattie's Diner"""	"""915 Hamilton St"""	Charlotte	NC	35.240652000000004	-80.846624	4.0	165	0
298	ExLXL_oQvI7oPB7TrVpGhg	"""Pieology Pizzeria"""	"""9915 W McDowell Rd"""	Avondale	AZ	33.464148	-112.27319779999999	4.0	115	1
299	JDZ6_yycNQFTpUZzLIKHUg	"""El Dorado Cantina"""	"""3025 Sammy Davis Jr Dr"""	Las Vegas	NV	36.134915427399996	-115.175822005	4.0	1694	1
301	-Ma5JqzuI_3xIAtpNJfQ2g	"""Krachai Thai Kitchen"""	"""3361 W Greenway Rd"""	Phoenix	AZ	33.624816700000004	-112.1310047	4.0	170	1
302	t_1myTZfYeEQ07Jr8JEF5Q	"""Au Pied de Cochon"""	"""11382 Rang de la Fresnière"""	St-Benoît de Mirabel	QC	45.572219700000005	-74.05278009999999	4.0	57	1
303	NQBhCRbFKQOfyAY8kRYP8g	"""Café Replika"""	"""252 Rue Rachel Est"""	Montréal	QC	45.5204940225	-73.5794209852	4.5	68	1
304	5tQSJ2sed3Ln-1S1rbIFoQ	"""Moon Bean Coffee Company"""	"""30 St. Andrew Street"""	Toronto	ON	43.6542657	-79.40017759999999	4.0	199	1
307	ZUJL4EBj7bBYYIQn8J6EVw	"""Schnitzel Queen"""	"""211 Queen Street E"""	Toronto	ON	43.6542017	-79.3704857	4.5	58	1
308	zaQWCvCcNj8HI4YcfLzmgw	"""Narcisi Winery"""	"""4578 Gibsonia Rd"""	Gibsonia	PA	40.609428620500005	-79.8944464195	4.0	58	1
309	O0DxNujKaN-KIfcgbV3MgA	"""Pollo Inka Express"""	"""2440 S Maryland Pkwy"""	Las Vegas	NV	36.144531023	-115.137545876	4.0	123	1
310	y8ELffgkORhv6G8oZGJwUA	"""Il Bosco Ristorante and Bar"""	"""127 Depot St"""	Davidson	NC	35.5002583	-80.8490443	4.5	58	1
312	uSRgegdEFHHasT5BbRkcFA	"""A Bar and Kitchen"""	"""850 Euclid Ave, Ste 110"""	Cleveland	OH	41.4995889666	-81.687157146	4.0	124	0
314	S_PEroRv40j1In11gNH2LQ	"""Five Guys"""	"""7290 W Lake Mead Blvd"""	Las Vegas	NV	36.196525	-115.25072809999999	4.0	137	1
316	JIfSollg32ifUzTw2K4PDQ	"""Taqueria El Buen Pastor"""	"""530 N Las Vegas Blvd"""	Las Vegas	NV	36.174560799999995	-115.137042	4.5	127	1
318	aqwn3jdQLCWnb59gHK4nAw	"""The Chicken Shack"""	"""4606 E. Sunset Rd"""	Henderson	NV	36.0721934971	-115.072997733	4.0	403	1
319	26t8OwTtNwxpsrPfsELvKQ	"""Faith Coffee And Sweets"""	"""5040 Hwy 49 S"""	Harrisburg	NC	35.321717799999995	-80.65971929999999	4.0	59	0
320	p6FPcgLymnpk_gAyQuW_Mw	"""El Paisano Market and Laila Check Cashing"""	"""1035 E Lemon St"""	Tempe	AZ	33.416289500000005	-111.92256359999999	4.5	70	1
322	Grr2wJ3nYD_7qUyespDglA	"""Corrado's"""	"""118 John Street"""	Toronto	ON	43.6482939644	-79.3906370695	4.5	168	0
325	A7waf6G3cvnLfAqKeLL8DA	"""Buca"""	"""604 King Street W"""	Toronto	ON	43.6445122	-79.4003621	4.0	356	1
326	-Gy0BAMgRN4sGlY7theqxQ	"""MOD Pizza"""	"""2020 E Elliot Rd, Suite 101"""	Tempe	AZ	33.3497776	-111.9015632	4.0	90	1
327	ii_zDR8crbQVJehMMWoCkQ	"""Marathon Donuts & Coffee Shop"""	"""3300 Midland Ave, Unit 32"""	Toronto	ON	43.8067504	-79.28885809999998	4.0	70	1
328	PdCxX1QJnlBkvnG9fFjWYg	"""Sunflour Baking Company"""	"""2001 E 7th St"""	Charlotte	NC	35.2124	-80.817112	4.0	231	1
329	3cHCPNlp9O7fY_RQKIJthQ	"""Viva Chicken"""	"""8694 Concord Mills Blvd"""	Concord	NC	35.37521470000001	-80.72992559999999	4.0	51	1
331	VeFqptSzekFAc3FZOpi81Q	"""Alexander Michael's"""	"""401 W 9th St"""	Charlotte	NC	35.23361	-80.840783	4.5	313	1
333	5h2DIYpfzc7KDTFg18uuew	"""China Rice"""	"""1352 E Broadway Rd"""	Mesa	AZ	33.4082532	-111.80146780000001	4.0	57	1
334	nsw3tlB-hwz4KbPYcuaSww	"""Novanta"""	"""8452 Old Sauk Rd"""	Madison	WI	43.0749188	-89.52984659999998	4.5	177	1
338	dWffjh0V6htC26wfPr8_Ug	"""Piefection"""	"""6731 E Brown Rd, Ste 104"""	Mesa	AZ	33.4367692	-111.6857362	4.0	95	1
339	JPWg9acsCv_om9UFYGMJbA	"""Fleming's Prime Steakhouse & Wine Bar"""	"""8721 W Charleston Blvd"""	Las Vegas	NV	36.158496299999996	-115.2857479	4.0	348	1
340	KyUFj09bfowyddCuOTP4mg	"""Little Saigon"""	"""7016 N 57th Ave"""	Glendale	AZ	33.5391207	-112.1815353	4.5	369	1
341	ddlnpDxGDDxGGoG_dVXwiw	"""Felice"""	"""12502 Larchmere Blvd"""	Cleveland	OH	41.4875683	-81.59601049999999	4.0	141	1
344	-uRKqmzVCRxsuuH0nXq6Bw	"""La Matraca"""	"""4607, rue Saint-Denis"""	Montréal	QC	45.524607700000004	-73.58431230000001	4.0	51	1
345	IS_IWMsFRJii__17LsP1Og	"""Gata Thai Cuisine"""	"""35 S Gibson Rd"""	Henderson	NV	36.0302908	-115.03000159999998	4.0	175	1
346	m9aFZk1f8tSv248YErbpQA	"""Chez Vous"""	"""8787 N Scottsdale Rd, Ste 228"""	Scottsdale	AZ	33.5648060164	-111.924519251	4.0	262	1
347	kpuMEGNsjD4R5VnJa8IWTw	"""Dunn's Famous"""	"""1249 Rue Metcalfe"""	Montréal	QC	45.500557	-73.5716254	4.0	141	1
348	mBU4G-eh-GN2Tp1X-uLb3A	"""Smokeless Joe"""	"""488 College Street"""	Toronto	ON	43.6562566	-79.40958540000001	4.0	66	0
349	wixpe7dtg1m-F3haekYkwQ	"""Sprouts Farmers Market"""	"""2582 S Val Vista Dr"""	Gilbert	AZ	33.303432	-111.757552	4.0	72	1
351	lCbvbCkJOn2ABdHrcFqNzQ	"""Chez José"""	"""173 Avenue Duluth E"""	Montréal	QC	45.518724299999995	-73.5778004	4.0	102	1
352	QnZ7YUoAJNP99oFkS9IpXw	"""Pizza by Napoli"""	"""3425 W Thunderbird Rd"""	Phoenix	AZ	33.6091809161	-112.13315261	4.0	115	1
355	iAD5r5vNOzc1AP6UA5yFiQ	"""Bella Fresco"""	"""8200 Providence Rd"""	Charlotte	NC	35.095238	-80.77908199999999	4.0	125	1
356	tVrKuh92l1eGK2fXsGYzaA	"""Colectivo Coffee"""	"""2530 Monroe St"""	Madison	WI	43.0580615	-89.42789470000001	4.0	60	1
358	mSqR24h_nKXyMhwtWSih3Q	"""BAMBU"""	"""2015 N Dobson Rd, Ste 9"""	Chandler	AZ	33.3354819995	-111.87601201700001	4.0	86	1
363	sByhyN_S2FgNnPl5pqY0Ow	"""Pizza Mia"""	"""6005 N 43rd Ave"""	Phoenix	AZ	33.524373970700005	-112.149998081	4.0	52	1
364	tHlJKmUECTlj2amcGG0TOQ	"""Bobbie Sue's"""	"""162 Ossington Avenue"""	Toronto	ON	43.6478998	-79.4204573	4.0	70	1
366	PQ6pDjHP0P28D3CY5UNxDA	"""Forget Me Not Cafe"""	"""883 Wilson Avenue"""	Toronto	ON	43.730669299999995	-79.4666262	4.0	76	1
368	fiG6ltwNYf8k-mGurUybbg	"""Dj's Bagel Cafe"""	"""13693 N Fountain Hills Blvd"""	Fountain Hills	AZ	33.609428	-111.72926399999999	4.0	125	1
370	hfJe2le63VasjJDhis2O4g	"""Beans 'n Cream Coffee House"""	"""345 Cannery Sq"""	Sun Prairie	WI	43.182621999999995	-89.2101945	4.0	64	1
371	ckQdUPdUOX18yOhE2aV8sA	"""Asi Es Mi Tierra"""	"""9333 E Main St"""	Mesa	AZ	33.4147447	-111.6288033	4.0	79	1
373	c4-w_6Xv4i2qRE3c4Qas7w	"""Ha Gow Dim Sum House"""	"""988 Danforth Avenue"""	Toronto	ON	43.6805778	-79.3375994	4.0	85	1
374	rBnpbR-cfCD9CKy_ahCmsg	"""Nicky's Thai Kitchen"""	"""856 Western Ave"""	Pittsburgh	PA	40.452180600000005	-80.0162337	4.0	361	1
378	LRnzpnNQWwpN3Bu24W53CA	"""Doc's Artisan Ice Creams"""	"""1221 W Warner Rd, Ste 105"""	Tempe	AZ	33.3340107	-111.9595243	5.0	161	1
379	Nw24O7pZTBKtQ9_DFUiRgA	"""Eis Cream Cafe"""	"""9711 S Eastern Ave, Ste H1"""	Las Vegas	NV	36.012920209499995	-115.119583514	4.5	202	0
380	sa1ZAswk7kEQfg9Mb6iQwQ	"""L'Unita"""	"""134 Avenue Road"""	Toronto	ON	43.6743735	-79.3967073	4.5	89	1
381	pUUb-AOxcwHJutHnsHwPsg	"""Juice Core"""	"""7137 E Stetson Dr, Ste 10"""	Scottsdale	AZ	33.499686	-111.92717900000001	4.5	54	1
382	CAy7twD5McMiNrkFWOUn7g	"""Artisen"""	"""301 W John St"""	Matthews	NC	35.117288	-80.72536099999999	4.5	56	1
384	QUPP3oVVmdrWof2rGx4HIA	"""Rocket Burger & Subs"""	"""2100 W Chandler Blvd, Ste 38"""	Chandler	AZ	33.3077745	-111.8788527	4.5	161	1
385	Ehy00JWQixgoXzisVKhvag	"""Cucina by Wolfgang Puck"""	"""3720 S Las Vegas Blvd"""	Las Vegas	NV	36.107676716	-115.17506169	4.0	754	1
388	Jwp4UFa93ENe-0REPo5hCQ	"""The Cafe Royal"""	"""19 W Register Street"""	Edinburgh	EDH	55.9538098243	-3.1906367324000002	4.0	74	1
390	hyyy_yFDI3CJJaG3uROGBA	"""The Courtyard Cafe"""	"""7600 Chippewa Rd"""	Brecksville	OH	41.3189361	-81.6240265	4.0	85	1
392	J8GuDrqeLH1xMpSpeEixYA	"""Biscuits"""	"""1235 N Gilbert Rd"""	Gilbert	AZ	33.372984499999994	-111.7894706	4.0	239	1
393	mvbQX1jHHHGlOWfMWJJ-bw	"""The Village Coffee Shop"""	"""7100 E Cave Creek Rd, Ste 138"""	Cave Creek	AZ	33.8290308	-111.92882320000001	4.5	104	1
394	teo01Ceud4v4BcaJcJ_67A	"""Costco"""	"""4570 E Cactus Rd"""	Phoenix	AZ	33.6037414512	-111.986299515	4.0	75	1
395	GLVahCssTKPBY_06LzUGQA	"""Rainbow Donuts Cafe and Deli"""	"""3831 E Thunderbird Rd, Ste 1"""	Phoenix	AZ	33.611676986999996	-111.998446161	4.5	124	1
397	lTKfkTHuD0qRt6OaocI-pg	"""Grumpy Troll Pub & Brewery"""	"""105 S 2nd St"""	Mount Horeb	WI	43.008107	-89.738062	4.0	209	1
398	OThAF-lt6d7jY-pB1ajWPg	"""Jo Jo Carloni's"""	""""""	Olmsted Falls	OH	41.4070014954	-81.89679718020001	4.5	91	1
399	GGEeGKUez_pGqYXtk-sKvQ	"""Kelly O's Diner"""	"""2400 Smallman St"""	Pittsburgh	PA	40.4540188	-79.98122640000001	4.0	175	1
400	r03BNov4Uyul5bJzlgWdJQ	"""That's Italian Ristorante"""	"""10447 Yonge Street, Unit 3"""	Richmond Hill	ON	43.882178700000004	-79.43962890000002	4.0	57	1
402	osjWmpvboG2FxcFbZyglEA	"""Alma Pan-Latin Kitchen"""	"""7606 Forbes Ave"""	Pittsburgh	PA	40.4395862366	-79.8975160459	4.0	58	0
404	0-yj2jtzLUHG2b7PpEHyog	"""Rendez-Vous"""	"""1408 Danforth Avenue"""	Toronto	ON	43.682650200000005	-79.3275985	4.0	70	1
407	u6XxSPpzjlniCEbLxFpkyQ	"""Smoke BBQ Taqueria"""	"""225 E 8th Ave"""	Pittsburgh	PA	40.407708899999996	-79.91019399999999	4.0	150	0
409	cgZOP1ZUBOZmEQMSJ53oiQ	"""Chef Marc's Trattoria"""	"""8615 W Sahara Ave"""	Las Vegas	NV	36.1429690732	-115.280102938	4.5	187	1
411	c7ZTyqSG4v4ZVwK3vuDklQ	"""Ian's Pizza By The Slice"""	"""319 N Frances St"""	Madison	WI	43.0728935	-89.39563559999999	4.0	170	1
412	S1t1kRnoiB1j3u7bRkjlvA	"""Phoenix Coffee"""	"""1793 Coventry Rd"""	Cleveland	OH	41.510652	-81.579738	4.5	62	1
413	-J6FVdY9pSgAdFmmalO-pQ	"""Jatujak"""	"""1744 Victoria Park Avenue"""	Toronto	ON	43.7361218	-79.3073348	4.0	191	1
414	oXIYs7rxT-bdgpeYzBfrzA	"""Caramba Mexican Food"""	"""6661 W Bell Rd, Ste 104"""	Glendale	AZ	33.636860299999995	-112.200806	4.0	98	1
415	1Df5WnLX3DqN6ymlhqznaQ	"""Roy's Restaurant"""	"""620 E Flamingo Rd"""	Las Vegas	NV	36.115156899999995	-115.14971000000001	4.5	457	0
416	inuW6Gl02Mf8G5RRk39_lw	"""Chada Street"""	"""3839 Spring Mountain Rd"""	Las Vegas	NV	36.12617589999999	-115.1909378	4.0	174	1
417	sLKpRaFns5Uqw1IEzK6obA	"""Z's Greek"""	"""4026 E Indian School Rd"""	Phoenix	AZ	33.495367699999996	-111.9940738	4.5	376	1
418	2lo7N8RZOCS0DDxO6LPQhw	"""Naniwa-Taro"""	"""7 Byng Avenue"""	Toronto	ON	43.7765926	-79.4141829	4.0	86	1
419	x0Ec6gz07SBnWrBOQLisiA	"""Chopt Creative Salad Co."""	"""4125 Park Rd"""	Charlotte	NC	35.175325	-80.849762	4.0	211	1
420	jCNBZnkIFv_0omLVTgNR6Q	"""Pure Indian Cuisine"""	"""1405 E Sunset Rd, Ste 200"""	Las Vegas	NV	36.0712104	-115.1341397	4.5	306	1
421	2sx52lDoiEtef7xgPCaoBw	"""VegeNation"""	"""616 Carson Ave, Ste 120"""	Las Vegas	NV	36.167285394400004	-115.13931044700001	4.5	970	1
422	dNch89PUCbxvhieKmWi8LQ	"""Cocomero"""	"""709 S Wright St"""	Champaign	IL	40.109995	-88.22910999999999	4.0	123	1
424	AlxCPmH_gC3uk3hHRBBd1w	"""Sushi Plus"""	"""5830 W Thunderbird Rd, Ste B1"""	Glendale	AZ	33.61164004	-112.183522763	4.5	111	1
425	0QSnurP5Ibor2zepJmEIlw	"""Tacos La Mexicana"""	"""3555 S Durango Dr, Ste B101"""	Las Vegas	NV	36.124897003200005	-115.279167175	4.0	141	1
427	TIfa9dGciBc4J6OeUfsueA	"""Guildford Arms"""	"""1-5 W Register Street"""	Edinburgh	EDH	55.9536829762	-3.1901166669	4.0	57	1
428	ZOpiqtjJlcC8-VctNHE8xg	"""The Original Rainbow Donuts"""	"""15834 N Cave Creek Rd"""	Phoenix	AZ	33.6299055	-112.0312287	4.5	89	1
429	UpSHAMogY9ubMGbuNAV5nw	"""Sushi Wa"""	"""7000 Bathurst Street, Unit C-7"""	Vaughan	ON	43.7931581	-79.4459818	4.5	108	1
431	4KtHdcaZgJNZvbRgs5edKQ	"""The Fuzz Box"""	"""1246 Danforth Avenue"""	Toronto	ON	43.6819633	-79.33113370000001	4.5	94	0
434	vmg_VdqXVOVhUoacU2pfdw	"""The Bar @ Las Vegas Blvd & Wigwam"""	"""8560 S Las Vegas Blvd"""	Las Vegas	NV	36.0342435	-115.1714093	4.0	135	1
435	PswFC6CVWsKKTeh5knTnwA	"""Davanti Enoteca"""	"""6316 N Scottsdale Rd"""	Scottsdale	AZ	33.5310106	-111.92584380000001	4.0	75	0
436	N8uKQ5Vdb1LAh-qXT_25Rg	"""Lou Malnati's Pizzeria"""	"""100 E Camelback Rd, Ste 152"""	Phoenix	AZ	33.5105022014	-112.072248749	4.0	792	1
438	vyiIeaO7F58Cns9LWVIEHw	"""Cakes By Leah"""	""""""	Goodyear	AZ	33.360239299999996	-112.40530459999998	4.5	135	1
439	wuQDMDlqM17jQNo0lYQZ7g	"""Park on Fremont"""	"""506 Fremont St"""	Las Vegas	NV	36.169326	-115.140097	4.0	907	1
440	nMKs_LMNzAzkEB1FwthtOA	"""Torched Goodness"""	""""""	Scottsdale	AZ	33.615544	-111.954623	5.0	62	0
441	QjL_QaEJGRfyBS2-wuowGA	"""KO Sushi"""	"""230 S Tryon St"""	Charlotte	NC	35.226107	-80.845448	4.0	96	1
442	jA3xcba82t8x06H8NzG4VQ	"""The Black Pig"""	"""2801 Bridge Ave"""	Cleveland	OH	41.484801000000004	-81.70665859999998	4.0	105	1
443	mDiFWhywAziq9SKnj6am_Q	"""Ziggys IL Posto"""	"""9832 N 7th St, Ste 4"""	Phoenix	AZ	33.5763074	-112.06557600000001	4.0	162	1
444	VJHZxXBd7k9A8cQ4j8Uvkg	"""Sweet Bliss Baking Company"""	"""1304 Queen Street E"""	Toronto	ON	43.6638455	-79.3281308	4.0	58	1
447	rcaPajgKOJC2vo_l3xa42A	"""Bouchon at the Venezia Tower"""	"""3355 Las Vegas Blvd S, Venezia Tower, 10th floor"""	Las Vegas	NV	36.1209554593	-115.169853249	4.0	3570	1
448	F73T-N5lRNL2Gcpg0Q4KKw	"""Fat Ox"""	"""6316 N Scottsdale Rd"""	Scottsdale	AZ	33.5303579	-111.925905	4.0	160	1
449	tIOjJWfu4Dqz-FIzXHRvCg	"""Salad and Go"""	"""719 E Bethany Home Rd"""	Phoenix	AZ	33.5236942821	-112.064375058	4.5	63	1
452	DKZN5IjHEE_BCDCRLxb7sQ	"""Mykonos Mediterranean Grill"""	"""881 Yonge Street"""	Toronto	ON	43.6743209	-79.3880618	4.0	72	1
453	5WJOM9DefIvLOIrntDIv-A	"""TrueTrue"""	"""169 King Street E"""	Toronto	ON	43.6503484	-79.3713047	4.0	106	1
455	jA5TywXjAOp_pXKxxdrjkw	"""Vegi"""	"""Steinstr. 13"""	Stuttgart	BW	48.77360720000001	9.1767037	4.0	85	1
456	6JTxM3pZAaiauddFu88VpA	"""Café Casera"""	"""7720 S Jones Blvd, Ste 105"""	Las Vegas	NV	36.04890379999999	-115.22438580000001	4.5	74	0
457	5lZpyuWjC7L9uJfLfqIQ_w	"""Hachi Ramen"""	"""655 W Warner Rd, Ste 114"""	Tempe	AZ	33.3329516	-111.94728559999999	4.0	129	1
458	6P_ZHZ_moGR6siCHhRQ3uQ	"""Artisan Roast"""	"""57 Broughton St"""	Edinburgh	EDH	55.957882507200004	-3.1888675689999997	4.5	134	1
